0	B3258773|F|0
1	3256790|F|0
2	BOPA2_12_10420
3	BOPA1_3107-422
4	SCRI_RS_204276
5	3256733|F|0
6	3255561|F|0
7	BOPA1_2511-533
8	BOPA2_12_30653
9	SCRI_RS_180989
10	SCRI_RS_227491
11	SCRI_RS_149838
12	BOPA1_7174-365
13	BOPA2_12_30969
14	BOPA1_8670-388
15	SCRI_RS_120059
16	3256686|F|0
17	SCRI_RS_142714
18	BOPA1_6195-2137
19	BOPA2_12_30715
20	BOPA1_3220-723
21	BOPA2_12_30944
22	SCRI_RS_107687
23	SCRI_RS_161137
24	3254693|F|0
25	SCRI_RS_232577
26	SCRI_RS_60293
27	SCRI_RS_66630
28	3262450|F|0
29	SCRI_RS_149683
30	BOPA2_12_10636
31	SCRI_RS_194326
32	SCRI_RS_206684
33	SCRI_RS_207257
34	SCRI_RS_139538
35	SCRI_RS_198544
36	3257340|F|0
37	SCRI_RS_162524
38	3259027|F|0
39	BOPA1_6949-895
40	BOPA1_7372-1253
41	SCRI_RS_184274
42	SCRI_RS_224686
43	SCRI_RS_165792
44	SCRI_RS_222250
45	BOPA2_12_30918
46	BOPA2_12_30919
47	3254920|F|0
48	SCRI_RS_119312
49	BOPA2_12_30950
50	3256681|F|0
51	SCRI_RS_148733
52	3255940|F|0
53	3255400|F|0
54	3257148|F|0
55	SCRI_RS_164150
56	SCRI_RS_157757
57	SCRI_RS_152464
58	BOPA2_12_30948
59	BOPA1_4473-309
60	BOPA1_2496-1916
61	SCRI_RS_189506
62	BOPA2_12_30876
63	BOPA2_12_30877
64	SCRI_RS_141877
65	SCRI_RS_124926
66	BOPA1_6792-1945
67	3255957|F|0
68	SCRI_RS_182603
69	SCRI_RS_169091
70	SCRI_RS_153360
71	BOPA1_4226-570
72	SCRI_RS_14227
73	SCRI_RS_122490
74	SCRI_RS_88375
75	SCRI_RS_150226
76	BOPA2_12_30241
77	SCRI_RS_217160
78	SCRI_RS_151047
79	SCRI_RS_235243
80	BOPA1_2901-1137
81	SCRI_RS_154811
82	3260829|F|0
83	SCRI_RS_117492
84	SCRI_RS_155382
85	BOPA1_5318-436
86	3256242|F|0
87	SCRI_RS_123187
88	BOPA1_5194-1118
