0	BOPA1_2511-533
1	BOPA1_3107-422
2	BOPA1_8670-388
3	BOPA2_12_10420
4	BOPA2_12_30653
5	BOPA2_12_30969
6	SCRI_RS_180989
7	3255561|F|0
8	3256733|F|0
9	BOPA1_7174-365
10	SCRI_RS_120053
11	SCRI_RS_120059
12	SCRI_RS_142714
13	3256686|F|0
14	SCRI_RS_82277
15	3262838|F|0
16	3256645|F|0
17	BOPA1_6195-2137
18	BOPA2_12_30715
19	SCRI_RS_113745
20	BOPA1_3220-723
21	BOPA2_12_30944
22	SCRI_RS_107687
23	SCRI_RS_161137
24	3254693|F|0
25	3262450|F|0
26	BOPA2_12_10636
27	SCRI_RS_139538
28	SCRI_RS_149683
29	SCRI_RS_194326
30	SCRI_RS_206684
31	SCRI_RS_207257
32	SCRI_RS_232577
33	SCRI_RS_60293
34	SCRI_RS_66630
35	BOPA1_3101-111
36	SCRI_RS_60145
37	SCRI_RS_198544
38	3259027|F|0
39	BOPA1_6949-895
40	BOPA1_7372-1253
41	SCRI_RS_162524
42	SCRI_RS_1929
43	SCRI_RS_184274
44	SCRI_RS_224686
45	BOPA2_12_30918
46	BOPA2_12_30919
47	BOPA2_12_30950
48	SCRI_RS_119312
49	SCRI_RS_165792
50	SCRI_RS_222250
51	SCRI_RS_148560
52	3255216|F|0
53	3256790|F|0
54	3258773|F|0
55	3256681|F|0
56	SCRI_RS_148733
57	SCRI_RS_164150
58	3260457|F|0
59	3255400|F|0
60	3255940|F|0
61	SCRI_RS_182656
62	3257148|F|0
63	SCRI_RS_157757
64	SCRI_RS_3336
65	3262073|F|0
66	BOPA1_4473-309
67	BOPA2_12_30948
68	SCRI_RS_152464
69	SCRI_RS_139220
70	SCRI_RS_128285
71	SCRI_RS_232660
72	BOPA1_10922-503
73	BOPA1_2496-1916
74	SCRI_RS_141877
75	SCRI_RS_189506
76	3255649|F|0
77	BOPA1_6792-1945
78	BOPA2_12_30876
79	BOPA2_12_30877
80	SCRI_RS_124926
81	SCRI_RS_14227
82	SCRI_RS_169091
83	SCRI_RS_182603
84	SCRI_RS_217160
85	SCRI_RS_235243
86	3258865|F|0
87	BOPA1_2901-1137
88	SCRI_RS_151047
89	SCRI_RS_171221
90	BOPA1_4226-570
91	BOPA2_12_30241
92	SCRI_RS_122490
93	SCRI_RS_138043
94	SCRI_RS_150226
95	SCRI_RS_153360
96	SCRI_RS_88375
97	SCRI_RS_123187
98	BOPA1_5318-436
99	3256110|F|0
100	3261945|F|0
101	3260829|F|0
102	BOPA1_5194-1118
103	BOPA1_6081-850
104	SCRI_RS_117492
105	SCRI_RS_154811
106	SCRI_RS_155382
107	SCRI_RS_176084
108	3258705|F|0
109	3259986|F|0
110	3258532|F|0
111	3256242|F|0
112	SCRI_RS_239784
113	3259562|F|0
114	BOPA2_12_31276
115	SCRI_RS_230133
116	3256342|F|0
117	3256721|F|0
118	3254725|F|0
119	3257507|F|0
120	3261999|F|0
121	BOPA1_5346-1587
122	SCRI_RS_161702
123	3257611|F|0
124	3262710|F|0
125	3256483|F|0
126	BOPA1_2151-1310
127	BOPA2_12_31177
128	BOPA1_6238-243
129	BOPA2_12_30336
130	SCRI_RS_114047
131	SCRI_RS_193392
132	3255744|F|0
133	SCRI_RS_153785
134	SCRI_RS_189197
135	SCRI_RS_189483
136	SCRI_RS_230987
137	3262329|F|0
138	SCRI_RS_140837
139	SCRI_RS_170869
140	SCRI_RS_170878
141	BOPA1_5381-1950
142	SCRI_RS_189637
143	SCRI_RS_205816
144	SCRI_RS_160545
145	BOPA1_2314-1412
146	SCRI_RS_11615
147	SCRI_RS_147042
148	SCRI_RS_183171
149	3256720|F|0
150	BOPA1_409-1643
151	SCRI_RS_141140
152	SCRI_RS_187264
153	BOPA1_3277-446
154	3256371|F|0
155	BOPA1_3751-1136
156	SCRI_RS_214559
157	SCRI_RS_132461
158	SCRI_RS_199178
159	SCRI_RS_199179
160	SCRI_RS_9480
161	BOPA2_12_10314
162	3256981|F|0
163	3255784|F|0
164	BOPA1_3710-852
165	BOPA1_2407-1771
166	BOPA2_12_30683
167	SCRI_RS_221759
168	3258075|F|0
169	BOPA1_2265-363
170	BOPA2_12_31467
171	SCRI_RS_151764
172	SCRI_RS_182631
173	SCRI_RS_188937
174	3261635|F|0
175	3258413|F|0
176	BOPA1_ABC12199-1-1-25
177	BOPA2_12_10491
178	BOPA2_12_30796
179	BOPA2_12_10235
180	3255793|F|0
181	3256743|F|0
182	3258174|F|0
183	BOPA1_5798-867
184	SCRI_RS_160916
185	SCRI_RS_170542
186	3262551|F|0
187	BOPA1_8166-525
188	BOPA1_ABC02639-1-4-370
189	BOPA1_5019-879
190	BOPA2_12_11301
191	BOPA1_ConsensusGBS0342-1
192	BOPA2_12_10159
193	BOPA2_12_31381
194	SCRI_RS_139785
195	SCRI_RS_17924
196	SCRI_RS_82327
197	3261715|F|0
198	3257970|F|0
199	BOPA2_12_30438
200	BOPA1_3217-929
201	BOPA2_12_30306
202	BOPA2_12_11209
203	3254767|F|0
204	3255319|F|0
205	3255531|F|0
206	3257895|F|0
207	3261371|F|0
208	3257013|F|0
209	3257364|F|0
210	3256638|F|0
211	BOPA1_3444-1044
212	BOPA1_ABC11913-1-1-104
213	BOPA1_ABC14148-1-1-177
214	BOPA1_1866-866
215	BOPA1_2851-848
216	BOPA1_4163-1786
217	BOPA1_7090-1260
218	BOPA2_12_10300
219	BOPA2_12_30043
220	BOPA2_12_30404
221	BOPA2_12_30562
222	BOPA2_12_31208
223	SCRI_RS_193640
224	SCRI_RS_85917
225	SCRI_RS_85918
226	3256462|F|0
227	BOPA1_4020-643
228	SCRI_RS_213103
229	3258601|F|0
230	SCRI_RS_124377
231	SCRI_RS_138691
232	SCRI_RS_143927
233	SCRI_RS_186830
234	SCRI_RS_189586
235	BOPA1_8224-561
236	BOPA1_8717-244
237	SCRI_RS_132604
238	SCRI_RS_134850
239	SCRI_RS_141511
240	SCRI_RS_155439
241	SCRI_RS_172170
242	SCRI_RS_189248
243	SCRI_RS_236235
244	SCRI_RS_7197
245	3257965|F|0
246	3255542|F|0
247	3259299|F|0
248	3261977|F|0
249	3258774|F|0
250	3258895|F|0
251	3259031|F|0
252	3261344|F|0
253	3255402|F|0
254	3261160|F|0
255	SCRI_RS_116685
256	SCRI_RS_163127
257	3259698|F|0
258	BOPA1_4793-777
259	3259482|F|0
260	3260505|F|0
261	BOPA2_12_11169
262	BOPA2_12_31134
263	BOPA1_ABC13652-1-2-156
264	BOPA1_5297-796
265	3259118|F|0
266	3255240|F|0
267	3259405|F|0
268	BOPA1_7800-594
269	BOPA2_12_30350
270	SCRI_RS_14834
271	SCRI_RS_153434
272	SCRI_RS_158003
273	SCRI_RS_204810
274	BOPA2_12_30110
275	3256818|F|0
276	BOPA1_3689-1101
277	BOPA1_4716-1205
278	BOPA2_12_30406
279	BOPA2_12_30694
280	3259801|F|0
281	3263019|F|0
282	3256749|F|0
283	BOPA1_ABC15349-1-1-162
284	SCRI_RS_118168
285	SCRI_RS_17256
286	BOPA1_7284-710
287	SCRI_RS_153733
