0	BOPA1_2511-533
1	BOPA1_3107-422
2	BOPA1_8670-388
3	BOPA2_12_10420
4	BOPA2_12_30653
5	BOPA2_12_30968
6	BOPA2_12_30969
7	SCRI_RS_169369
8	SCRI_RS_180989
9	3255561|F|0
10	3256733|F|0
11	BOPA1_7174-365
12	SCRI_RS_120053
13	SCRI_RS_120059
14	SCRI_RS_142714
15	3256686|F|0
16	SCRI_RS_82277
17	3262838|F|0
18	3256645|F|0
19	BOPA1_6195-2137
20	BOPA2_12_30715
21	SCRI_RS_113745
22	BOPA1_3220-723
23	BOPA2_12_30944
24	SCRI_RS_107687
25	SCRI_RS_161137
26	3254693|F|0
27	3262450|F|0
28	BOPA2_12_10636
29	SCRI_RS_139538
30	SCRI_RS_149683
31	SCRI_RS_194326
32	SCRI_RS_206684
33	SCRI_RS_207257
34	SCRI_RS_232577
35	SCRI_RS_60293
36	SCRI_RS_66630
37	BOPA1_3101-111
38	SCRI_RS_60145
39	BOPA2_12_11011
40	BOPA2_12_30933
41	SCRI_RS_198544
42	3257340|F|0
43	3259027|F|0
44	BOPA1_6949-895
45	BOPA1_7372-1253
46	SCRI_RS_162524
47	SCRI_RS_1929
48	SCRI_RS_184274
49	SCRI_RS_224686
50	3254920|F|0
51	BOPA2_12_30918
52	BOPA2_12_30919
53	BOPA2_12_30950
54	BOPA2_12_30952
55	BOPA2_12_31149
56	SCRI_RS_119312
57	SCRI_RS_165792
58	SCRI_RS_222250
59	SCRI_RS_148560
60	3255216|F|0
61	3256790|F|0
62	3258773|F|0
63	3255191|F|0
64	3256681|F|0
65	BOPA2_12_30588
66	SCRI_RS_148733
67	SCRI_RS_164150
68	3260457|F|0
69	3255400|F|0
70	3255940|F|0
71	SCRI_RS_182656
72	3257148|F|0
73	SCRI_RS_157757
74	SCRI_RS_3336
75	SCRI_RS_205669
76	3262073|F|0
77	BOPA1_4473-309
78	BOPA2_12_30948
79	SCRI_RS_13972
80	SCRI_RS_152464
81	3256896|F|0
82	SCRI_RS_139220
83	SCRI_RS_128285
84	SCRI_RS_232660
85	BOPA1_10922-503
86	BOPA1_2496-1916
87	SCRI_RS_141877
88	SCRI_RS_189506
89	3255649|F|0
90	BOPA1_6792-1945
91	BOPA2_12_30876
92	BOPA2_12_30877
93	SCRI_RS_124926
94	SCRI_RS_14227
95	SCRI_RS_169091
96	SCRI_RS_182603
97	SCRI_RS_217160
98	SCRI_RS_235243
99	3258865|F|0
100	3255957|F|0
101	BOPA1_2901-1137
102	SCRI_RS_151047
103	SCRI_RS_171221
104	BOPA1_4226-570
105	BOPA2_12_30241
106	SCRI_RS_122490
107	SCRI_RS_138043
108	SCRI_RS_150226
109	SCRI_RS_153360
110	SCRI_RS_88375
111	SCRI_RS_123187
112	BOPA1_5318-436
113	3256110|F|0
114	3261945|F|0
115	3260829|F|0
116	BOPA1_5194-1118
117	BOPA1_6081-850
118	SCRI_RS_117492
119	SCRI_RS_154811
120	SCRI_RS_155382
121	SCRI_RS_176084
122	3258705|F|0
123	3259986|F|0
124	3258532|F|0
125	3256242|F|0
126	SCRI_RS_239784
127	3259562|F|0
128	BOPA2_12_31276
129	SCRI_RS_230133
130	3255931|F|0
131	3256342|F|0
132	3256721|F|0
133	3254725|F|0
134	3257507|F|0
135	3261999|F|0
136	BOPA1_5346-1587
137	SCRI_RS_161702
138	3257611|F|0
139	3262710|F|0
140	3256483|F|0
141	BOPA1_2151-1310
142	BOPA2_12_31177
143	BOPA1_6238-243
144	BOPA2_12_11498
145	SCRI_RS_198854
146	SCRI_RS_222748
147	BOPA2_12_30336
148	SCRI_RS_114047
149	SCRI_RS_193392
150	BOPA2_12_30817
151	3255744|F|0
152	SCRI_RS_153785
153	SCRI_RS_189197
154	SCRI_RS_189483
155	SCRI_RS_230987
156	3262329|F|0
157	SCRI_RS_140837
158	SCRI_RS_170869
159	SCRI_RS_170878
160	SCRI_RS_184784
161	BOPA1_5381-1950
162	SCRI_RS_189637
163	SCRI_RS_205816
164	SCRI_RS_160545
165	BOPA1_2314-1412
166	SCRI_RS_11615
167	SCRI_RS_147042
168	SCRI_RS_183171
169	BOPA1_6382-396
170	3256720|F|0
171	BOPA1_409-1643
172	SCRI_RS_141140
173	SCRI_RS_187264
174	BOPA1_3277-446
175	BOPA1_6720-641
176	3256371|F|0
177	BOPA1_3751-1136
178	SCRI_RS_214559
179	SCRI_RS_132461
180	SCRI_RS_199178
181	SCRI_RS_199179
182	SCRI_RS_9480
183	3259485|F|0
184	BOPA2_12_10314
185	3256981|F|0
186	3255784|F|0
187	3259769|F|0
188	3254879|F|0
189	BOPA1_3710-852
190	BOPA1_2407-1771
191	BOPA2_12_30683
192	SCRI_RS_221759
193	3258075|F|0
194	BOPA1_2265-363
195	BOPA2_12_31467
196	SCRI_RS_151764
197	SCRI_RS_182631
198	SCRI_RS_188937
199	3261635|F|0
200	3258413|F|0
201	BOPA1_ABC12199-1-1-25
202	BOPA2_12_10491
203	BOPA2_12_30796
204	BOPA2_12_10235
205	3255793|F|0
206	3256743|F|0
207	3258174|F|0
208	BOPA1_5798-867
209	SCRI_RS_160916
210	SCRI_RS_170542
211	3262551|F|0
212	BOPA1_8166-525
213	BOPA1_ABC02639-1-4-370
214	BOPA1_5019-879
215	BOPA2_12_11301
216	BOPA1_ConsensusGBS0342-1
217	BOPA2_12_10159
218	BOPA2_12_31381
219	SCRI_RS_139785
220	SCRI_RS_149971
221	SCRI_RS_17924
222	SCRI_RS_216058
223	SCRI_RS_82327
224	3261715|F|0
225	3257970|F|0
226	BOPA2_12_30438
227	BOPA1_8613-278
228	BOPA1_3217-929
229	BOPA2_12_30306
230	BOPA2_12_11209
231	3255000|F|0
232	3255271|F|0
233	3254767|F|0
234	3255319|F|0
235	3255531|F|0
236	3262947|F|0
237	3257895|F|0
238	3261656|F|0
239	3257786|F|0
240	3261371|F|0
241	3257013|F|0
242	3257364|F|0
243	3256638|F|0
244	BOPA1_3444-1044
245	BOPA1_ABC11913-1-1-104
246	BOPA1_ABC14148-1-1-177
247	BOPA1_1866-866
248	BOPA1_2851-848
249	BOPA1_4163-1786
250	BOPA1_7090-1260
251	BOPA2_12_10300
252	BOPA2_12_30043
253	BOPA2_12_30404
254	BOPA2_12_30562
255	BOPA2_12_31208
256	SCRI_RS_193640
257	SCRI_RS_85917
258	SCRI_RS_85918
259	3256462|F|0
260	BOPA1_4020-643
261	SCRI_RS_213103
262	3258601|F|0
263	3255994|F|0
264	SCRI_RS_124377
265	SCRI_RS_138691
266	SCRI_RS_143927
267	SCRI_RS_186830
268	SCRI_RS_189586
269	BOPA1_ConsensusGBS0371-2
270	BOPA1_8224-561
271	BOPA1_8717-244
272	BOPA2_12_10938
273	BOPA2_12_30592
274	SCRI_RS_125407
275	SCRI_RS_132604
276	SCRI_RS_134850
277	SCRI_RS_141511
278	SCRI_RS_141598
279	SCRI_RS_155439
280	SCRI_RS_172170
281	SCRI_RS_189248
282	SCRI_RS_236235
283	SCRI_RS_7197
284	SCRI_RS_7813
285	3257965|F|0
286	3255542|F|0
287	3259299|F|0
