9	6	10	0	49	0	60	1	
2	13	7	3	2	47	2	59	
15	0	10	0	49	0	47	14	
11	4	7	3	11	38	34	27	
10	5	3	7	41	8	50	11	
0	15	2	8	0	49	0	61	
4	11	7	3	34	15	23	38	
0	15	0	10	0	49	4	57	
10	5	3	7	42	7	55	3	
9	6	10	0	48	0	57	1	
6	9	0	9	0	42	1	56	
11	4	1	9	33	16	48	13	
7	8	10	0	49	0	53	8	
7	8	10	0	49	0	53	8	
15	0	3	7	49	0	47	14	
12	3	9	1	15	31	28	28	
5	10	8	2	16	33	45	16	
15	0	10	0	46	2	47	11	
0	15	0	10	0	49	8	51	
7	8	0	10	30	19	29	32	
9	6	0	10	15	34	9	52	
8	7	10	0	19	30	44	17	
15	0	8	2	44	5	43	18	
5	10	1	9	26	23	5	56	
15	0	8	2	33	16	50	11	
8	7	7	3	28	21	17	41	
0	15	0	10	4	45	14	43	
0	15	0	10	0	48	7	52	
1	14	2	8	3	46	11	50	
13	2	10	0	48	1	47	10	
13	2	4	5	49	0	53	5	
6	9	0	10	1	48	3	58	
1	14	2	8	13	36	16	42	
8	7	4	6	13	36	19	42	
3	12	2	8	12	36	38	22	
4	10	0	10	21	28	15	44	
10	5	4	6	33	16	16	42	
8	7	3	7	26	23	42	19	
12	3	5	5	43	6	36	25	
1	14	2	8	0	49	0	61	
1	14	2	8	0	49	0	61	
2	13	4	6	15	34	24	37	
14	1	10	0	46	1	51	3	
15	0	10	0	41	8	50	7	
4	11	4	6	3	46	5	56	
11	4	9	1	5	44	26	35	
7	8	7	3	36	13	22	39	
5	10	3	7	1	47	12	48	
13	2	10	0	44	5	47	14	
10	5	9	1	48	1	52	6	
0	15	1	8	1	47	0	56	
3	12	9	1	37	12	44	17	
0	15	0	10	6	43	24	37	
15	0	10	0	48	1	49	12	
15	0	9	1	49	0	61	0	
3	12	0	10	0	49	0	61	
12	3	3	6	42	7	39	22	
9	6	3	7	38	11	23	38	
5	10	7	3	2	47	24	37	
11	4	5	5	24	25	36	25	
1	11	2	8	7	42	6	50	
5	10	6	3	10	36	21	37	
15	0	10	0	48	1	52	7	
0	15	2	8	0	46	0	54	
1	14	2	8	1	48	4	54	
0	15	1	9	2	47	0	58	
15	0	5	5	23	26	55	6	
14	1	10	0	29	20	58	3	
15	0	6	3	19	29	42	11	
2	13	1	7	5	43	4	54	
0	15	3	7	5	44	1	58	
6	9	8	2	2	47	8	53	
13	0	10	0	44	3	43	10	
8	7	8	2	27	22	50	8	
6	9	2	7	15	34	24	33	
15	0	5	2	49	0	58	0	
2	12	4	6	3	45	5	51	
13	0	9	1	45	3	54	5	
11	4	6	4	43	6	42	19	
0	15	2	8	0	49	0	61	
9	6	4	6	5	44	15	46	
0	13	0	10	0	49	1	54	
9	6	6	4	43	6	28	31	
10	5	2	8	11	38	11	50	
8	6	8	2	38	10	42	8	
10	5	6	4	13	36	38	23	
11	4	9	1	21	28	47	14	
12	2	8	2	49	0	54	6	
8	6	6	4	11	38	26	31	
1	14	0	10	1	47	9	50	
5	10	3	6	11	38	26	35	
14	1	7	3	44	5	50	11	
1	14	1	9	0	49	5	56	
8	7	2	8	16	33	29	32	
8	7	10	0	42	7	31	30	
4	10	8	2	37	12	21	40	
4	11	8	2	35	14	22	39	
9	6	6	4	41	8	50	11	
6	9	10	0	20	29	17	44	
11	4	8	2	12	34	12	46	
14	1	8	0	48	1	56	3	
4	11	3	7	7	42	7	54	
9	6	6	4	42	7	51	10	
4	11	4	6	13	36	8	53	
12	3	4	6	12	37	25	36	
3	12	4	6	1	48	1	57	
6	9	4	6	8	41	10	51	
12	3	8	2	22	27	33	28	
6	9	1	9	4	45	9	52	
9	6	8	2	36	13	29	32	
6	9	1	9	4	45	10	51	
13	2	8	2	48	1	56	5	
12	3	10	0	29	20	53	8	
1	14	1	8	8	41	25	34	
4	9	10	0	36	13	37	20	
4	11	3	1	1	48	8	51	
6	9	0	10	15	34	25	36	
11	4	8	2	14	35	29	32	
11	4	1	9	48	1	50	11	
11	4	7	3	48	1	50	8	
2	13	2	8	22	27	9	52	
1	14	1	9	3	41	16	38	
0	13	6	3	1	46	0	56	
9	6	10	0	26	21	35	24	
13	0	7	2	46	1	54	4	
2	12	0	10	0	49	6	53	
11	4	10	0	40	8	53	8	
15	0	4	6	47	1	54	3	
9	6	10	0	14	34	25	36	
0	15	8	2	1	48	0	61	
0	15	1	9	1	48	1	57	
0	15	8	2	2	47	1	58	
9	6	0	10	13	36	4	55	
9	6	0	10	1	48	2	57	
15	0	9	1	32	17	50	9	
8	5	1	9	3	45	4	54	
8	7	3	7	30	19	51	10	
0	15	7	3	2	47	1	60	
0	14	2	8	29	18	10	48	
10	5	2	8	18	29	12	44	
0	15	1	9	30	18	2	55	
15	0	10	0	49	0	39	20	
15	0	9	1	22	27	26	35	
0	15	0	10	28	21	12	49	
0	15	0	10	0	49	5	56	
15	0	8	2	49	0	58	0	
0	15	2	8	0	49	0	61	
5	10	5	5	21	28	34	27	
5	10	5	5	13	36	33	28	
13	2	9	1	47	2	54	7	
14	1	8	2	49	0	61	0	
15	0	10	0	49	0	49	10	
5	10	8	2	23	26	29	31	
2	13	9	1	12	37	8	50	
9	6	1	9	3	46	19	42	
6	9	9	1	46	3	43	18	
13	2	9	1	37	11	50	8	
3	12	3	7	43	6	37	24	
10	5	7	3	5	44	22	39	
4	11	2	8	34	15	30	28	
15	0	10	0	49	0	58	3	
4	11	2	8	34	15	32	29	
10	5	1	9	5	44	25	36	
8	7	1	9	3	46	20	38	
10	5	1	9	5	44	23	38	
8	7	3	7	43	6	35	26	
7	8	9	1	46	3	43	18	
5	10	8	2	6	43	35	26	
1	14	0	10	1	48	9	52	
12	3	8	2	49	0	61	0	
11	4	2	8	44	5	33	23	
5	10	8	2	6	43	35	26	
14	1	10	0	48	1	52	9	
14	1	10	0	48	1	52	9	
1	14	0	10	1	48	9	52	
0	15	0	10	0	49	6	55	
10	5	2	8	40	9	34	25	
0	15	3	7	34	15	32	29	
10	5	2	8	43	6	51	10	
7	8	8	2	8	41	23	38	
9	6	2	8	39	10	27	34	
9	5	2	8	40	9	27	24	
5	10	8	2	9	40	24	37	
1	14	0	10	1	48	4	54	
1	14	6	4	5	44	14	47	
12	2	8	0	48	1	53	5	
15	0	4	6	44	4	43	10	
14	0	10	0	49	0	52	5	
1	14	0	10	1	48	4	50	
8	7	3	7	0	49	6	55	
5	10	6	4	33	16	10	51	
8	7	9	1	1	48	5	56	
15	0	9	1	35	14	16	41	
14	1	10	0	17	31	54	4	
6	9	3	7	0	49	3	58	
6	9	1	9	45	4	56	5	
7	8	1	9	48	1	56	5	
13	2	9	1	10	39	18	43	
13	2	9	1	10	39	18	43	
0	15	8	2	1	47	0	58	
8	7	9	1	34	13	18	38	
15	0	10	0	49	0	51	10	
15	0	4	6	48	1	61	0	
15	0	2	8	37	12	29	32	
0	15	8	2	12	37	32	29	
7	8	2	8	35	14	26	32	
0	15	6	4	1	48	0	59	
13	2	10	0	15	34	48	11	
8	7	6	4	49	0	59	2	
15	0	2	8	37	12	29	32	
8	7	6	4	49	0	59	2	
15	0	2	8	33	12	30	26	
15	0	2	8	37	12	30	31	
8	7	8	2	14	35	33	26	
14	1	2	8	36	13	29	32	
15	0	2	8	48	1	61	0	
7	8	10	0	36	13	29	32	
15	0	10	0	37	12	31	30	
7	8	10	0	29	20	34	27	
8	7	8	2	15	34	32	29	
15	0	10	0	49	0	57	4	
7	8	10	0	35	14	29	32	
0	15	2	8	0	49	0	61	
7	8	10	0	36	13	29	32	
4	11	7	3	31	17	35	24	
13	1	10	0	44	1	48	5	
0	15	0	10	12	37	30	31	
0	15	2	8	0	48	0	61	
10	5	8	2	16	33	32	27	
13	2	10	0	48	1	54	6	
2	13	0	10	1	48	5	56	
0	15	0	10	4	45	1	57	
0	15	0	10	1	48	4	54	
6	8	2	8	12	34	26	32	
15	0	10	0	36	11	32	26	
13	0	10	0	37	12	33	25	
15	0	10	0	48	1	53	5	
0	14	0	10	12	37	26	33	
0	15	0	10	1	47	4	54	
0	14	0	10	1	45	4	49	
14	1	4	6	42	5	48	9	
9	6	8	2	36	12	27	27	
6	8	2	6	32	16	27	26	
4	11	2	8	44	4	44	15	
7	8	10	0	35	14	29	32	
0	15	0	10	1	48	6	55	
14	1	10	0	48	1	55	6	
15	0	10	0	48	1	55	6	
7	8	2	8	33	16	27	34	
0	15	0	10	1	48	6	55	
15	0	10	0	48	1	55	6	
15	0	10	0	48	1	55	6	
0	15	0	10	1	48	6	55	
15	0	10	0	48	1	55	6	
0	15	0	10	1	48	6	55	
9	6	8	2	37	12	34	27	
7	8	2	8	33	16	27	34	
8	7	8	2	14	35	35	26	
7	8	2	8	35	14	26	35	
6	9	2	7	5	42	7	45	
9	6	8	2	37	12	34	27	
9	6	8	2	37	12	34	27	
15	0	10	0	48	1	53	6	
0	14	0	8	1	47	5	49	
6	9	2	8	12	37	27	34	
0	15	0	10	1	48	6	55	
6	9	2	8	12	37	27	34	
9	6	8	2	37	12	34	27	
6	9	2	8	12	37	27	34	
15	0	8	2	49	0	61	0	
3	12	2	8	15	34	4	57	
5	10	9	1	38	11	40	21	
15	0	10	0	48	1	56	5	
15	0	8	2	49	0	61	0	
0	15	2	8	0	49	0	61	
6	9	8	2	38	11	46	15	
15	0	3	7	46	3	60	1	
8	7	8	2	16	33	34	27	
15	0	8	2	49	0	61	0	
13	2	8	2	42	7	50	11	
5	10	8	2	1	48	0	61	
5	10	8	2	1	48	0	61	
9	6	8	2	12	37	18	43	
6	9	8	2	38	11	46	15	
15	0	8	2	49	0	61	0	
9	6	2	8	11	37	14	45	
6	9	10	0	39	10	45	13	
6	9	10	0	39	10	46	13	
8	6	0	9	10	36	12	43	
9	6	0	10	7	39	13	42	
7	7	0	9	13	34	28	29	
13	2	9	0	46	1	53	4	
2	13	0	10	1	48	4	54	
7	7	8	2	14	33	26	33	
15	0	8	2	49	0	58	0	
6	9	6	4	48	1	55	4	
15	0	8	2	49	0	61	0	
13	2	2	8	48	1	60	1	
0	15	2	8	0	49	0	61	
0	15	2	8	0	49	0	61	
4	10	8	2	1	48	0	61	
15	0	8	2	49	0	61	0	
0	15	2	8	0	49	0	61	
15	0	8	2	49	0	61	0	
15	0	8	2	49	0	61	0	
13	2	0	6	47	0	53	1	
2	13	4	6	0	49	2	59	
0	15	2	8	0	49	0	59	
11	3	7	2	34	12	53	3	
3	12	1	8	12	35	3	51	
7	8	3	7	1	48	2	59	
10	5	2	8	48	1	61	0	
11	2	9	0	45	0	57	1	
9	6	4	6	30	19	27	34	
9	6	4	6	1	48	4	57	
12	3	8	2	37	10	56	3	
10	5	2	8	48	1	58	0	
2	13	0	10	1	48	2	56	
2	12	0	10	1	45	5	50	
15	0	8	2	48	0	59	0	
0	15	10	0	1	48	0	61	
4	11	0	10	0	49	3	58	
0	15	5	5	0	49	0	61	
5	10	10	0	47	2	40	21	
15	0	5	5	49	0	61	0	
3	12	0	10	0	49	2	59	
8	5	8	2	49	0	59	2	
13	2	2	8	48	1	60	1	
4	11	0	10	0	49	3	55	
12	3	10	0	49	0	59	2	
0	15	7	3	1	48	0	61	
0	15	9	0	1	48	0	59	
0	15	7	3	0	49	0	61	
0	15	8	2	1	48	0	61	
0	15	8	2	1	48	0	58	
0	15	7	3	1	48	0	61	
4	11	4	4	4	45	27	30	
13	0	4	6	46	0	56	0	
0	15	0	10	1	48	8	50	
11	4	4	6	40	3	30	28	
12	3	0	10	44	4	35	24	
3	12	10	0	4	45	24	37	
0	15	7	3	0	49	0	58	
6	9	6	4	21	28	32	29	
3	12	2	8	3	46	0	61	
11	4	4	6	45	4	33	28	
13	2	2	8	46	3	28	33	
15	0	0	10	48	1	61	0	
15	0	0	10	48	1	61	0	
15	0	5	5	49	0	61	0	
2	13	5	5	23	26	34	27	
2	13	5	5	24	25	38	23	
13	2	5	5	26	23	27	34	
